label,text
suggestFix,63|354|7|354|14|354|8|16
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|311|7|354|15|354|14|354|15|354|8
suggestFix,63|354|7|354|14|354|14|354|8|16
no,61|16
no,62|354|16
suggestFix,354|30|354|15|354|15|354|7|354|8|15|354|7|157|30|358|8|15|354|7|8
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,70|354
suggestFix,354|30|354|15|354|7|354|8
suggestFix,63|354|7|354|14|354|8|16
no,61|16
no,61|16
no,61|16
suggestFix,57|16
suggestFix,80|354|7|354|8|16
suggestFix,63|354|7|354|14|354|14|354|30|354|8|16
no,62|16
no,62|354|79|354|16
no,62|354|15|354|16
no,62|354|15|354|16
suggestFix,354|15|354|7|379|25|7|354|14|354|14|354|8|8
suggestFix,354|15|354|7|354|14|354|15|102|8
no,61|16
suggestFix,56|354|53|354|16
suggestFix,63|354|7|354|8|16
no,62|7|354|14|354|8|16
no,61|16
suggestFix,70|354
suggestFix,354|30|354|15|354|7|8
no,62|354|16
no,62|354|16
suggestFix,56|52|354|16
suggestFix,352|30|354|15|351|7|352|8
suggestFix,80|354|15|354|7|378|14|354|30|354|8|16
suggestFix,354|15|354|7|354|11|358|12|14|354|14|354|14|354|8
no,62|7|354|14|354|8|16
suggestFix,58|354|53|52|354|16
no,62|354|16
suggestFix,64|354|7|354|15|354|8|16
suggestFix,354|30|354|7|8
suggestFix,70|354|15|354|7|8
suggestFix,70|354
no,61|16
suggestFix,354|15|354|7|354|15|354|11|358|12|11|358|12|11|18|358|12|14|354|15|354|8
suggestFix,63|354|7|354|14|354|8|16
suggestFix,81|104
suggestFix,8
suggestFix,70
suggestFix,354|30|378|25|354
suggestFix,70
suggestFix,63|354|7|354|14|354|8|16
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,70|358
no,62|354|16
suggestFix,64|354|7|354|8|16
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,354|30|11|354|15|354|7|386|8|14|354|15|354|7|386|8|14|354|15|354|7|386|386|8|12
no,62|16
suggestFix,81|354|15|354|7|354|30|378|8
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,354|15|354|7|354|7|378|8|14|354|8
suggestFix,63|354|7|354|14|354|8|16
suggestFix,81|354|15|354
no,62|354|16
suggestFix,354|30|354|15|354
no,62|354|16
suggestFix,81|354|15|354
no,62|354|16
suggestFix,70|354|15|354|7|8
no,61|16
suggestFix,70|354
no,61|16
no,62|354|16
suggestFix,354|30|354|15|354|7|354|14|354|14|354|8
no,62|354|79|354|16
suggestFix,354|15|311|7|354|15|354|14|354|15|354|8
suggestFix,354|15|354|7|354|8
no,62|354|16
suggestFix,70|354|15|354
no,61|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
suggestFix,63|354|7|354|14|354|8|16
no,61|16
suggestFix,354|15|354|30|354|15|354|7|354|8
suggestFix,56|354|15|354|33|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|79|354|16
no,62|354|15|354|16
no,62|354|16
suggestFix,60|354|54|354|15|354|7|8|16
suggestFix,354|15|311|7|354|15|354|14|354|8
suggestFix,354|30|354|15|354|7|378|14|11|12|8
suggestFix,56|354|51|354|15|208|15|354|7|354|8|16
suggestFix,81|354|15|354|7|354|14|354|15|354|14|354|15|354|8
suggestFix,63|354|7|354|8|16
no,62|354|79|354|16
suggestFix,354|30|11|358|14|358|12
suggestFix,354|30|354|7|354|8
no,62|354|16
no,62|7|354|14|354|8|16
suggestFix,63|354|7|354|8|16
no,61|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,354|30|354|15|354
suggestFix,354|30|354|15|354|7|354|15|354|14|354|8
no,61|16
suggestFix,354|30|151|15|354
suggestFix,65|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
suggestFix,56|108|7|354|8|33|358|50|354|52|54|354|15|354|7|8|16
suggestFix,81|354|15|354|15|153|7|354|15|354|14|378|8
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|7|354|15|354|15|354|8
no,61|16
no,62|354|16
no,62|354|16
no,62|354|16
suggestFix,354|30|354|15|354|7|89|8
no,62|354|16
no,61|16
no,62|354|16
suggestFix,63|77|7|354|14|19|354|14|22|354|8|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,354|30|354|7|354|30|378|8
suggestFix,81|354|15|354
suggestFix,354|15|354|7|379|25|354|8
suggestFix,56|52|354|16
no,62|354|16
suggestFix,80|354|15|354|7|8|79|354|16
no,61|16
suggestFix,7|354|14|354|8|30|354|7|354|14|354|8
suggestFix,70|354
suggestFix,354|15|354|7|354|14|11|12|8
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|30|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|14|354|8|16
no,62|354|15|354|16
suggestFix,354|30|379|25|7|354|14|354|8
suggestFix,354|30|354|15|354|7|8
no,62|354|16
suggestFix,63|354|7|354|8|16
no,61|16
suggestFix,70|354
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,81|354|15|354|7|354|15|354|14|378|8
suggestFix,63|354|7|354|8|16
suggestFix,63|231|7|354|8|16
suggestFix,57|16
suggestFix,73|354|72|354
suggestFix,81|354|15|354|15|153|7|354|14|378|8
suggestFix,63|354|7|354|14|354|8|16
no,62|354|15|354|16
suggestFix,60|354|54|354|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|7|354|15|354|8
suggestFix,354|15|354|15|354|7|8
suggestFix,354|15|354|7|8
no,62|354|16
suggestFix,354|30|358
suggestFix,63|354|7|8|16
no,62|354|16
suggestFix,354|30|354|15|354|15|354|7|8
suggestFix,78|354|15|354
suggestFix,65|16
suggestFix,63|354|7|354|8|16
suggestFix,80|354|16
no,61|16
suggestFix,354|30|11|378|14|378|14|378|14|378|14|378|14|378|14|378|14|378|14|378|12
suggestFix,354|15|354|7|354|15|354|14|354|15|354|8
no,61|16
suggestFix,70|354|15|354|7|354|8
suggestFix,354|30|354|15|354|7|354|8
no,61|16
suggestFix,354|15|354|7|354|15|354|14|354|15|354|8
no,61|16
suggestFix,63|354|7|354|14|354|14|354|30|354|8|16
no,62|354|16
no,62|16
no,61|16
suggestFix,63|354|7|354|14|22|354|8|16
no,62|354|15|354|16
no,62|354|16
no,61|16
no,61|16
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,70|354
no,62|354|16
no,62|354|79|354|16
suggestFix,354|30|354|15|354|7|354|8
no,62|354|15|354|15|354|16
no,61|16
suggestFix,100|7|354|14|354|8|15|354|7|354|8
no,62|354|16
suggestFix,354|15|354|7|108|7|354|8|31|358|8
no,62|354|16
no,62|354|16
no,62|354|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
no,62|354|16
suggestFix,354|15|354|15|354|7|8
no,61|16
no,62|354|16
no,62|354|15|354|16
no,61|16
no,62|354|15|354|15|354|16
no,62|354|16
suggestFix,354|15|354|7|354|14|354|8
suggestFix,354|30|358
no,61|16
suggestFix,354|30|354|15|354|7|354|14|354|15|354|7|8|8
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,354|15|354|7|379|25|7|354|14|354|14|354|8|8
suggestFix,63|354|7|8|16
suggestFix,56|150|16
no,62|354|15|354|16
no,61|16
suggestFix,354|15|333|7|379|25|354|8
no,62|354|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
no,62|354|79|354|16
suggestFix,56|354|37|354|16
no,62|354|16
no,62|354|16
no,62|354|16
suggestFix,354|15|354|30|11|12
suggestFix,63|354|7|354|8|16
suggestFix,354|30|379
no,62|354|16
suggestFix,354|15|354|7|354|14|354|8
suggestFix,63|354|7|354|8|16
no,62|16|73|354|72|354
no,61|16
no,61|16
suggestFix,70|354
suggestFix,56|52|354|16
suggestFix,70|354
suggestFix,75
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,56|354|53|52|354|51|354|37|378|51
no,62|354|16
no,62|7|354|14|354|8|16
suggestFix,354|30|354|15|354
no,61|16
no,62|354|15|354|16
suggestFix,70|354|15|354|7|8
suggestFix,354|15|354|7|354|14|354|8
no,61|16
suggestFix,354|30|11|378|14|378|14|354|15|354|14|378|15|117|7|354|15|354|8|14|378|14|378|14|354|14|378|14|354|14|378|14|378|14|378|14|354|12
no,61|16
suggestFix,70|354|15|354|15|354|7|354|8
suggestFix,63|354|7|354|8|16
no,62|16
no,62|354|16
suggestFix,64|354|7|354|15|354|8|16
suggestFix,63|354|7|8|16
suggestFix,81|354|15|354
suggestFix,81|354|15|354|15|153|7|354|15|354|14|378|8
no,61|16
suggestFix,354|30|354|15|354|7|354|14|354|8
suggestFix,354|15|354|7|8
no,61|16
suggestFix,63|354|7|354|8|16
no,61|16
no,62|354|16
no,62|354|15|354|16
no,61|16
suggestFix,56|108|7|354|8|33|358|50|354|52|54|113|7|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,81|354|15|354|7|354|14|378|8
suggestFix,354|30|9
suggestFix,354|15|354|7|11|12|14|354|15|354|15|354|8
suggestFix,63|354|7|354|14|156|8|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,63|354|7|354|14|354|30|358|14|354|30|358|14|354|30|358|8|16
no,61|16
no,62|354|15|354|16
no,62|354|16
suggestFix,70|354
no,62|354|15|354|16
suggestFix,354|30|354|15|354|7|379|14|379|8
no,62|354|16
suggestFix,56|354|53|52|354|51|354|37|379|16
no,62|16
no,61|16
no,62|354|16
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|269|7|8
suggestFix,354|30|378|25
no,62|354|16
suggestFix,63|354|7|354|14|354|14|354|30|354|14|354|30|354|14|354|30|354|14|354|30|354|14|354|30|354|14|354|30|354|8|16
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,354|15|354|7|8
suggestFix,70|354
suggestFix,63|354|7|354|14|354|8|16
no,62|354|14|354|16
no,61|16
no,62|354|16
suggestFix,354|15|311|7|354|14|354|8
suggestFix,63|354|7|354|14|354|14|354|14|354|8|16
suggestFix,354|15|354|7|381|14|354|15|283|7|8|8
suggestFix,80|354|7|379|14|354|8|16
no,62|354|16
suggestFix,81|354|15|354|7|354|15|354|14|378|8
suggestFix,63|354|7|354|14|354|8|16
no,61|16
suggestFix,354|15|109|30|354
suggestFix,354|30|354|15|354|7|379|8
suggestFix,354|15|354|7|354|15|354|8
no,62|354|16
no,62|7|354|14|354|8|16
no,62|354|16
no,62|354|16
no,62|354|15|354|16
no,61|16
no,62|7|354|14|354|8|16
suggestFix,56|354|54|354|16
suggestFix,70
no,61|16
suggestFix,354|15|354|7|354|15|354|8
suggestFix,63|354|7|354|8|16
suggestFix,354|15|311|7|354|14|354|8
suggestFix,56|108|7|354|15|354|8|37|358|16
no,62|354|15|354|15|354|16
suggestFix,354|15|354|7|354|15|354|14|354|15|354|8
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|14|354|30|354|8|16
no,61|16
no,61|16
suggestFix,56|379|52|54|354|16
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
no,62|7|354|14|354|8|16
suggestFix,354|30|354|15|354|7|354|8
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,354|30|9|378|16|354|10
no,62|354|16
no,62|354|15|354|16
no,62|354|16
no,61|16
suggestFix,81|354|15|354|7|354|15|354|14|354|15|354|14|354|15|354|14|354|15|354|8
suggestFix,354|15|354|15|354|7|378|14|354|30|354|8
suggestFix,354|30|11|354|15|354|7|354|30|354|14|354|30|7|358|14|354|14|354|8|8|14|354|15|354|7|354|30|354|14|354|30|7|358|14|354|14|354|8|8|14|12
no,62|354|16
no,62|354|16
suggestFix,354|15|354|7|354|7|378|378|8|14|9|378|16|354|15|354|14|378|16|354|10|8
suggestFix,70|354|15|354|7|354|8
no,62|354|15|354|16
no,62|354|15|354|16
suggestFix,63|354|7|354|8|16
suggestFix,80|85|7|354|14|379|8|79|102|16
no,62|354|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,354|15|354|15|354|7|354|8
no,62|7|354|14|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,70|354
suggestFix,63|354|7|354|14|354|8|16
no,62|354|79|354|16
no,62|354|16
no,62|354|16
no,62|354|16
no,61|16
suggestFix,63|354|7|354|14|354|14|157|14|354|8|16
no,61|16
suggestFix,354|15|354|15|354|7|354|8
no,62|354|16
suggestFix,354|30|354|15|354|7|354|14|354|8
suggestFix,354|30|354|15|354|7|354|14|378|14|354|15|354|8|15|354
no,62|354|16
suggestFix,70|354
no,61|16
suggestFix,56|354|54|354|16
suggestFix,63|354|7|354|14|354|14|231|8|16
suggestFix,354|15|354|15|354|7|8
no,62|354|16
no,62|354|16
no,62|7|354|14|354|8|14|354|16
no,62|7|354|15|354|15|354|14|354|15|354|15|354|14|354|15|354|14|354|15|354|15|354|8|16
suggestFix,63|354|7|354|14|354|14|354|8|16
no,62|354|16
no,62|354|79|354|16
suggestFix,63|354|7|354|8|16
no,61|16
no,61|16
suggestFix,81|354|15|354|7|378|8
suggestFix,81|354|15|354|15|153|7|354|15|354|14|379|8
no,62|354|16
no,62|354|16
suggestFix,354|15|277|7|354|8
no,62|354|79|354|16
suggestFix,354|15|311|7|354|14|354|8
no,61|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
no,61|16
suggestFix,354|15|354|30
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,354|15|354|7|358|14|108|7|354|8|8
suggestFix,60|354|54|354|16
suggestFix,66|7|379|8
suggestFix,56|150|16
suggestFix,63|354|7|354|14|354|14|354|14|22|354|8|16
suggestFix,354|15|311|7|354|14|354|8
suggestFix,64|354|7|354|15|354|8|16
suggestFix,63|354|7|354|8|16
no,61|16
suggestFix,63|354|7|354|8|16
no,61|16
suggestFix,63|354|7|354|14|354|14|354|14|354|14|354|30|354|14|354|30|354|8|16
suggestFix,56|354|51|354|15|354|35|358|51|354|15|354|32|358|16
no,61|16
suggestFix,80|354|7|354|14|378|8|16
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,64|354|7|153|8|16
no,62|354|15|354|16
no,62|354|16
suggestFix,354|30|354|17|378
suggestFix,64|354|7|354|15|354|8|16
no,62|354|16
suggestFix,70|354
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,63|354|7|354|14|354|14|354|14|354|30|354|8|16
suggestFix,56|52|354|16
no,62|354|16
no,62|354|16
no,61|16
suggestFix,354|30|379
suggestFix,56|335|16
no,61|16
no,61|16
suggestFix,75
suggestFix,56|354|15|208|54|354|16
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,354|30|354|11|354|12
no,62|354|16
suggestFix,354|30|354|15|208|15|354|7|354|14|354|14|354|8
suggestFix,70|354|7|354|14|184|14|354|14|354|8
suggestFix,81|354|15|354|15|153|7|354|14|378|8
suggestFix,63|354|7|354|8|16
suggestFix,70|354|15|354|7|354|8
suggestFix,63|354|7|354|8|16
suggestFix,
no,62|354|16
no,62|354|16
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,354|30|354|15|354|7|354|8
no,62|354|15|354|16
suggestFix,64|354|7|354|8|16
suggestFix,63|354|7|354|14|354|14|354|14|22|354|8|16
suggestFix,57|16
suggestFix,354|30|358
no,62|354|16
no,62|7|354|14|354|15|354|8|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
suggestFix,63|354|7|354|14|208|8|16
suggestFix,354|30|9|378|16|378|14|378|16|378|10
no,62|354|79|354|16
suggestFix,65|16
no,61|16
suggestFix,354|15|354|7|9|378|16|354|10|8
no,62|354|16
suggestFix,354|30|354|15|354|7|354|8
suggestFix,354|15|354|7|9|378|16|354|10|8
suggestFix,354|15|354|7|358|14|108|7|354|8|8
suggestFix,63|354|7|354|14|354|14|354|8|16
no,61|16
suggestFix,354|15|354|7|354|15|354|14|358|8
suggestFix,354|15|353|7|354|15|354|8
suggestFix,354|15|354|7|358|14|354|15|354|11|354|15|354|12|8
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,56|354|15|354|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,354|14|354|30|354|15|354|7|354|8
suggestFix,354|7|354|11|378|12|14|354|8
suggestFix,57|16
suggestFix,56|335|51|354|16
no,61|16
suggestFix,70|354
suggestFix,78|354|15|354|33|358|14|354|15|354
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,70|354
suggestFix,354|30|354|15|354|7|354|8
no,61|16
suggestFix,56|52|94|7|354|14|97|8|50|108|7|354|8|34|358|16
suggestFix,354|15|354|15|335|7|354|30|354|15|354|8
no,62|354|16
no,62|354|16
suggestFix,354|30|144|7|8
no,62|354|15|354|79|354|16
no,61|16
no,62|7|354|15|354|14|354|15|354|8|16
suggestFix,70|354
no,61|16
no,62|7|354|14|354|14|354|15|354|8|16
no,62|354|16
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|7|11|7|378|14|378|14|378|14|9|378|16|378|10|8|14|12|8
suggestFix,63|354|7|354|14|354|14|157|14|354|8|16
no,62|354|16
suggestFix,81|354|15|354|15|153|7|354|15|354|14|378|8
suggestFix,63|354|7|354|14|354|14|354|14|354|8|16
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,354|15|311|7|354|15|354|14|354|8
no,62|354|16
suggestFix,70|354
suggestFix,354|30|354|15|354|7|354|8
suggestFix,354|15|354|11|354|11|378|12|12|30|354|15|354|7|354|8
suggestFix,80|85|7|354|15|208|15|354|7|354|14|378|8|8|79|354|16
no,62|354|16
no,62|354|16
no,62|354|16
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,64|354|7|354|15|354|8|16
suggestFix,354|30|354|33|379
suggestFix,60|354|54|354|16
no,62|354|16
suggestFix,57|16
no,61|16
no,61|16
suggestFix,63|354|7|354|14|354|14|354|14|354|14|354|8|16
suggestFix,354|15|354|15|354|15|354|7|354|14|354|8
suggestFix,354|15|354|15|354|15|354|7|8
suggestFix,63|354|7|354|8|16
suggestFix,70|354
no,62|354|16
suggestFix,354|15|354|7|8
no,62|354|15|354|16
no,62|354|16
suggestFix,70|354|14|354
suggestFix,81|354|15|354|7|354|30|378|8
suggestFix,63|354|7|354|14|354|30|354|8|16
no,62|354|15|354|16
suggestFix,80|354|15|354|7|378|8|79|354|16
suggestFix,60|354|54|354|16
no,62|354|15|354|16
suggestFix,63|354|7|354|8|16
no,62|354|15|354|16
no,62|354|16|67
no,62|354|16
suggestFix,56|94|7|354|14|354|8|16
no,62|354|16
no,61|16
suggestFix,354|15|354|7|354|15|354|14|379|8
no,62|354|16
no,62|354|16
no,62|354|16
suggestFix,354|15|311|7|354|15|354|14|354|8
suggestFix,354|15|311|7|354|14|354|8
no,62|354|16
suggestFix,354|15|354|7|379|25|7|354|14|354|8|8
suggestFix,63|354|7|354|14|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|15|354|7|8
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,57|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|14|157|8|16
suggestFix,80|85|7|354|14|378|8|79|354|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
no,61|16
suggestFix,161|15|224|15|287|7|378|378|15|117|7|354|30|354|15|354|8|8
suggestFix,354|15|354|15|354|7|354|8
suggestFix,354|15|354|7|8
no,61|16
suggestFix,354|30|354|15|354
no,62|354|15|354|79|354|16
suggestFix,63|354|7|354|8|16
no,61|16
suggestFix,70|354
suggestFix,354|15|354|7|354|15|354|7|354|15|354|15|354|14|378|14|354|30|354|14|354|30|354|8|8
suggestFix,60|354|54|354|16
no,62|354|16
suggestFix,58|354|11|354|15|354|12|33|354|15|354|16
no,62|354|16
no,62|354|15|354|16
suggestFix,354|15|354|30|354
no,62|354|16
no,62|354|79|354|16
no,62|354|16
suggestFix,63|354|7|354|8|16
no,61|16
suggestFix,354|30|354|15|354
suggestFix,354|15|354|15|354|7|354|14|354|11|378|12|8
no,62|354|16
suggestFix,64|354|7|354|15|354|8|16
suggestFix,354|30|354|15|354|7|354|8
no,61|16
suggestFix,354|30|125|7|354|15|354|8|11|354|12
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,354|11|378|12|30|354
suggestFix,70|7|354|14|354|15|283|7|8|8
suggestFix,56|354|15|354|7|8|16
no,62|354|15|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,81|354|15|354|7|354|15|354|14|378|8
suggestFix,64|354|7|153|8|16
no,62|354|16
suggestFix,354|15|354|7|358|14|108|7|354|8|8
suggestFix,70|354|15|354|7|354|8
suggestFix,70|354
suggestFix,354|30|9|10
no,61|16
suggestFix,354|30|354|15|354
no,61|16
no,61|16
no,62|354|16
no,62|354|15|354|16
suggestFix,354|15|277|7|354|8
no,62|354|16
no,61|16
no,62|354|15|354|16
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|79|354|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|14|354|14|354|8|16
suggestFix,63|354|7|354|14|354|14|354|8|16
no,62|354|15|354|16
suggestFix,63|354|7|354|8|16
suggestFix,80|354|15|354|7|354|15|354|7|8|8|79|354|16
suggestFix,70|354
suggestFix,354|30|11|354|15|354|7|11|378|14|378|12|14|354|30|354|15|354|14|225|30|354|15|354|14|224|30|354|15|354|8|14|354|15|354|7|11|378|14|378|14|378|14|378|14|378|14|378|12|14|354|30|354|15|354|14|225|30|354|15|354|14|224|30|354|15|354|8|12
no,61|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
no,61|16
suggestFix,354|30|354|15|354|7|354|8
no,62|16
suggestFix,354|30|9|378|16|354|15|354|14|378|16|9|10|10
no,62|354|16
suggestFix,80|354|15|354|15|354|7|354|30|354|8|16
suggestFix,70|354|14|354
suggestFix,63|354|7|354|14|354|14|22|354|8|16
no,62|354|16
no,62|354|15|354|16
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|30|354
suggestFix,81|354|15|354|7|354|8
no,62|354|15|354|16
no,62|354|16
suggestFix,354|15|354|7|354|15|354|15|354|7|8|14|354|15|354|8
suggestFix,56|150|16
suggestFix,63|354|7|354|8|16
no,61|16
no,62|354|16
suggestFix,63|354|7|354|14|354|30|354|8|16
no,62|354|16
no,62|354|16
suggestFix,63|354|7|354|14|354|14|354|14|354|14|354|14|354|8|16
no,62|354|15|354|79|354|16
suggestFix,81|354|15|354|15|153|7|354|14|378|8
suggestFix,70|354
no,62|354|16
suggestFix,354|15|354|11|378|12|30|354|15|354|15|354
no,62|354|16
suggestFix,354|30|379
no,62|354|16
no,62|354|16
suggestFix,354|30|354|15|354|7|379|14|379|8
suggestFix,354|15|354|11|354|11|378|12|12|30|354|15|354|7|354|8
no,62|354|16
no,62|354|16
suggestFix,81|354|15|354|7|354|30|378|8
suggestFix,63|354|7|354|14|208|14|354|30|354|14|354|30|354|8|16
suggestFix,354|15|354|7|354|7|379|8|14|354|8
suggestFix,354|15|354|7|358|14|108|7|354|8|8
suggestFix,354|15|354|30|354
suggestFix,354|7|8
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
no,61|16
no,61|16
suggestFix,57|16
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,354|30|354|15|354|7|8
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|30|378
suggestFix,354|15|354|7|354|14|354|8
no,61|16
suggestFix,354|30|9
suggestFix,65|16
suggestFix,100|7|354|14|354|8|15|354|7|8
suggestFix,63|354|7|354|14|354|14|354|14|354|30|354|8|16
no,62|354|16
suggestFix,354|15|354|15|354|15|354|7|354|30|354|15|354|14|354|30|354|15|354|8
suggestFix,80|354|15|354|15|153|7|354|14|378|14|354|30|354|15|354|8|16
suggestFix,354|30|354|33|379
no,62|354|15|354|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,70|354|14|354
no,62|354|79|354|16
suggestFix,63|354|7|354|14|354|8|16
suggestFix,56|354|33|379|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,80|85|7|354|15|208|15|354|7|354|14|379|8|14|378|8|79|354|16
suggestFix,354|30|354|15|354|7|354|14|354|15|354|7|8|8
suggestFix,63|354|7|354|14|354|30|378|14|354|30|378|8|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,70|354|15|354|7|354|8
no,61|16
no,62|354|16
no,62|354|15|354|16
suggestFix,63|354|7|354|14|354|14|354|8|16
suggestFix,81|354|15|354|15|153|7|354|14|378|14|354|30|354|14|354|30|354|8
suggestFix,60|354|54|354|15|354|7|8|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,70|354
suggestFix,63|354|7|354|14|354|8|16
no,62|354|16
suggestFix,354|15|354|7|144|7|11|354|14|354|12|8|14|144|7|354|15|354|8|8
suggestFix,354|15|77|7|378|14|378|14|354|14|354|30|354|8
no,62|354|16
suggestFix,63|354|7|354|14|354|14|354|8|16
no,61|16
suggestFix,70|354
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|7|354|7|379|8|14|354|15|354|8
suggestFix,354|30|354
no,62|354|16
suggestFix,354|15|354|11|378|12|30|358
suggestFix,354|30|354|15|354|7|8
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
suggestFix,63|354|7|354|8|16
no,62|354|16
suggestFix,64|354|7|153|8|16
suggestFix,63|354|7|354|8|16
suggestFix,354|30|354
suggestFix,63|354|7|354|14|354|8|16
suggestFix,354|7|354|11|378|12|14|354|8
suggestFix,63|354|7|354|14|22|354|8|16
no,62|354|15|354|15|354|79|354|16
no,61|16
suggestFix,354|30|9|378|16|354|14|378|16|354|10
suggestFix,63|354|7|354|8|16
suggestFix,354|30|378|25|354
no,61|16
no,61|16
no,62|354|16
suggestFix,57|16
no,62|354|16
suggestFix,63|354|7|354|8|16
suggestFix,354|15|354|7|379|14|354|8
suggestFix,56|108|7|354|8|33|358|50|354|52|54|354|15|354|7|8|16
no,62|354|15|354|16
suggestFix,80|85|7|354|11|378|12|8|79|354|16
no,62|354|16
suggestFix,63|354|7|354|14|354|14|354|14|354|8|16
suggestFix,354|15|311|7|354|15|354|14|354|15|354|8
suggestFix,354|15|354|7|354|8
suggestFix,354|30|354
suggestFix,81|354|15|354|7|378|14|354|30|378|14|354|30|378|14|354|30|378|14|147|30|378|8
no,62|354|16
no,62|7|354|14|354|8|16
no,62|354|15|354|16
no,61|16
suggestFix,63|354|7|354|8|16
suggestFix,70|354
suggestFix,354|30|354|15|354|7|8
suggestFix,354|15|354|7|358|14|354|15|354|15|354|8
suggestFix,354|30|9|378|16|378|10
no,62|354|16
suggestFix,63|354|7|354|8|16
no,62|354|16
no,61|16
suggestFix,354|30|354|15|354|7|354|8
no,62|16
suggestFix,81|86
suggestFix,63|354|7|354|14|354|8|16
